transcript_id,Sheep,Camel,Pig,Lesser-mouse-deer,Pronghorn,Giraffe,Forest-musk-deer,Cattle,Goat,Sika-deer,Rein-deer,Hippo,Killer-whale,Tapir
TCONS_00006111,1703,1325,1255,1348,1528,1569,1578,1623,1688,1561,1538,1233,1230,1266
TCONS_00000322,407,85,84,83,107,110,107,116,390,109,108,88,99,0
TCONS_00006657,1725,1380,1355,1412,1597,1615,1591,1630,1692,1618,1617,1457,1493,1345
TCONS_00006135,635,396,413,523,573,582,588,600,618,590,589,495,499,368
TCONS_00006136,1140,547,590,775,1028,1026,989,1076,1108,929,1031,643,588,555
TCONS_00006148,404,204,296,327,330,368,371,361,397,368,371,339,343,296
TCONS_00006150,2267,967,941,1580,1771,1840,1851,2055,2205,1813,1780,1151,999,910
TCONS_00006667,7267,3884,2211,4155,5806,6107,6260,6644,7085,6320,6251,3722,4373,3803
TCONS_00006156,1253,876,871,981,1038,1130,1090,1181,1210,1117,1097,960,975,848
TCONS_00006672,768,434,439,564,655,635,693,677,739,650,636,492,494,449
TCONS_00006157,1094,578,581,878,976,993,915,1020,1064,986,1002,649,623,523
TCONS_00006158,3059,633,1259,258,2375,2339,2727,2783,2962,2430,2411,799,1394,1205
TCONS_00006183,1017,865,851,782,937,946,964,973,1001,954,959,881,896,791
TCONS_00006184,526,438,420,404,473,480,477,503,520,488,487,449,447,371
TCONS_00006185,1002,860,846,780,926,930,947,960,987,941,947,877,887,791
TCONS_00006159,22152,12363,12470,13555,18277,18515,18676,19292,21479,18592,18485,14354,14404,13004
TCONS_00006160,2462,1952,1946,2031,2246,2263,2251,2304,2399,2277,2265,1966,2025,1885
TCONS_00006174,572,187,190,151,324,341,346,333,559,316,293,203,203,187
TCONS_00006175,1521,907,968,292,1174,1163,1185,1229,1492,1132,1107,1038,1023,908
TCONS_00006178,1849,1438,1428,1528,1658,1709,1703,1738,1806,1682,1672,1543,1548,1440
TCONS_00006179,1596,1259,1249,1337,1442,1478,1473,1500,1555,1453,1445,1345,1351,1252
TCONS_00006691,1182,763,710,787,1035,1072,1076,1111,1156,1071,1082,788,800,671
TCONS_00006697,6876,3616,4575,4918,5712,5912,5972,6130,6622,5887,5863,4954,4817,4393
TCONS_00006198,513,120,68,175,302,319,299,331,355,328,313,135,122,98
TCONS_00006695,637,417,374,426,503,562,578,560,617,553,566,454,448,197
TCONS_00006199,5053,3993,4017,4155,4368,4543,4556,4672,4838,4547,4523,4111,4174,3823
TCONS_00006200,232,0,0,0,0,0,0,20,229,0,0,0,0,0
TCONS_00006703,2465,1022,1209,1860,2025,2020,1991,2122,2292,2097,2058,1291,1302,587
TCONS_00006704,4064,2130,2351,3124,3359,3402,3407,3584,3846,3499,3463,2546,2545,1352
TCONS_00006705,971,501,521,708,789,800,772,843,939,838,817,568,562,284
TCONS_00001834,546,21,25,21,407,401,397,412,534,401,400,24,25,23
TCONS_00006216,234,0,0,0,0,0,0,105,228,0,0,0,0,0
TCONS_00006714,607,0,142,203,450,459,474,474,578,467,464,171,300,145
TCONS_00006221,1252,559,541,259,819,923,975,1011,1181,929,937,573,583,548
TCONS_00006236,362,0,0,0,0,0,0,0,0,0,0,0,0,0
TCONS_00006230,302,0,0,0,0,0,0,0,0,0,0,0,0,0
TCONS_00006232,451,0,0,0,0,0,0,0,0,0,0,0,0,0
TCONS_00007832,244,184,179,177,206,214,213,227,235,176,177,185,194,168
TCONS_00007833,4979,3145,3136,3601,4218,3777,4410,4600,4831,4336,3638,3408,3413,3054
TCONS_00007834,653,499,491,488,573,578,557,586,618,549,551,481,513,475
TCONS_00007835,834,616,587,636,748,756,732,769,775,735,748,617,650,492
TCONS_00007841,785,613,592,621,637,684,706,729,765,709,692,600,626,595
TCONS_00007842,2647,2097,2082,2194,2370,2412,2451,2475,2614,2416,2430,2205,2228,2128
TCONS_00006722,4514,2359,2548,3497,3876,4049,4057,4196,4403,4051,4016,3454,3504,2391
TCONS_00006724,4791,3712,3540,3889,4214,4287,4346,4435,4634,4313,4278,3858,3867,3632
TCONS_00006725,774,0,0,0,0,0,0,0,753,0,0,0,0,0
TCONS_00007854,748,243,243,605,665,680,659,701,739,678,671,224,261,234
TCONS_00007856,472,252,248,282,248,360,380,389,444,377,381,264,154,210
TCONS_00007857,482,229,220,249,214,325,346,352,454,340,345,234,128,181
TCONS_00006738,1309,10,10,8,12,11,13,15,14,12,12,10,0,10
TCONS_00007862,686,217,439,454,626,627,610,643,671,639,633,536,574,194
TCONS_00007869,203,112,103,154,179,183,180,190,198,181,178,118,117,109
TCONS_00007885,536,435,435,460,491,496,486,506,529,500,498,461,473,431
TCONS_00007873,966,681,614,392,813,840,851,883,936,841,828,717,733,622
TCONS_00007874,1357,680,605,531,834,822,866,895,1039,858,826,725,720,696
TCONS_00007875,765,0,0,0,0,0,0,0,0,0,0,0,0,0
TCONS_00007876,308,0,0,0,0,0,0,0,296,0,0,0,0,0
TCONS_00006745,2565,1394,1424,1109,2211,2253,2297,2317,2453,2229,2228,1556,1613,1374
TCONS_00007877,710,473,436,526,620,630,633,661,691,661,659,438,538,468
TCONS_00007878,1645,653,605,703,776,809,1341,1429,1525,828,821,689,721,650
TCONS_00007891,13089,9414,8896,10500,11631,11996,11718,12157,12798,11871,11868,9956,10063,9127
TCONS_00007893,2482,1522,1510,1986,2180,2271,2238,2273,2422,2292,2285,1613,1622,1489
TCONS_00007894,4447,3224,3031,3467,3994,4109,4034,4130,4376,4000,3994,3455,3519,3075
TCONS_00007896,26022,16468,15117,17499,21471,22274,22648,23018,24946,21131,21013,17941,18557,16242
TCONS_00001530,5022,0,572,3028,3299,3882,3418,4279,4802,4030,3953,289,36,12
TCONS_00007913,467,189,177,371,399,415,421,417,445,413,422,197,201,130
TCONS_00007917,213,147,156,175,200,202,198,206,212,199,201,180,180,147
TCONS_00007898,4372,0,0,0,0,0,16,1912,3906,0,0,0,0,0
TCONS_00007899,4292,0,0,0,0,0,16,1890,3895,0,0,0,0,0
TCONS_00007900,3446,0,0,0,0,0,16,1338,3115,0,0,0,0,0
TCONS_00007901,3900,0,0,0,0,0,32,1553,3350,0,0,0,0,0
TCONS_00007902,3654,0,0,0,0,0,16,1345,3237,0,0,0,0,0
TCONS_00007904,654,0,0,0,0,0,0,0,632,0,0,0,0,0
TCONS_00007921,516,301,219,305,436,443,369,453,486,415,423,353,279,241
TCONS_00007924,1523,994,1064,1055,1356,1377,1393,1416,1485,1349,1327,1175,1156,939
TCONS_00007939,1822,1007,1127,1238,1598,1659,1673,1713,1785,1667,1670,1255,1405,1182
TCONS_00007941,1719,1064,1174,1200,1509,1552,1582,1597,1664,1572,1571,1207,1350,1146
TCONS_00006769,3211,2384,2231,2515,2970,3013,2954,3052,3149,2982,2994,2512,2487,2314
TCONS_00007946,708,317,321,481,264,607,634,626,690,612,602,325,330,302
TCONS_00006782,1190,462,382,483,972,1042,983,1054,1157,982,977,720,728,298
TCONS_00006783,358,196,131,236,274,328,319,320,347,323,317,231,248,142
TCONS_00006784,546,238,224,346,418,495,477,497,531,454,478,336,381,263
TCONS_00006775,566,297,71,333,412,411,422,436,555,407,429,308,317,266
TCONS_00006797,1127,139,140,892,1014,1040,1058,1061,1102,1021,1019,147,146,95
TCONS_00006798,1348,55,60,803,931,969,995,997,1306,951,948,58,65,54
TCONS_00006808,839,0,0,74,239,85,221,783,770,216,224,0,0,0
TCONS_00006809,645,0,0,0,228,0,237,509,612,236,240,0,0,0
TCONS_00006812,347,0,0,0,0,0,0,0,259,0,0,0,0,0
TCONS_00006804,383,0,0,0,0,0,363,367,361,0,355,0,0,0
TCONS_00007978,7744,0,0,0,0,0,0,3930,7419,0,0,0,0,0
TCONS_00007980,7649,0,0,0,0,0,0,3602,7329,0,0,0,0,0
TCONS_00006820,4529,2772,2195,3271,3625,3738,3742,3898,4418,3723,3753,2979,2997,2720
TCONS_00006823,289,0,0,0,0,0,0,0,0,0,0,0,0,0
TCONS_00007992,366,0,0,1,1,1,1,1,1,1,1,1,0,0
TCONS_00008007,525,269,262,397,461,477,206,496,510,482,484,292,286,256
TCONS_00008009,861,834,842,837,851,855,854,855,855,853,854,844,838,833
TCONS_00008043,3094,2315,2338,2587,2881,2888,2915,2943,3041,2910,2868,2464,2511,2274
TCONS_00008046,1664,1417,1347,1417,1558,1556,1573,1595,1640,1571,1568,1490,1480,1346
TCONS_00008048,466,406,392,394,453,454,454,459,463,452,453,434,434,420
TCONS_00008034,3834,2699,2440,2833,3475,3563,3579,3600,3758,3584,3565,2850,1635,2404
TCONS_00008036,4520,3229,2895,3391,4097,4198,4204,4240,4435,4209,4189,3418,1949,2778
TCONS_00006835,1288,778,834,1111,1191,1225,1236,1221,1269,1230,1221,679,683,804
TCONS_00008000,18570,9586,8706,13259,15702,16220,16208,16942,18120,16065,16030,10433,10715,9500
TCONS_00008002,28433,14788,13277,17799,23013,24108,24351,25591,27732,23605,24266,16474,16373,14068
TCONS_00001842,249,187,191,195,205,205,206,207,241,203,202,197,191,190
TCONS_00008004,1620,907,400,1177,1284,1316,1322,1362,1599,1309,1309,652,1086,611
TCONS_00008005,2539,657,123,839,1481,1522,1229,1555,1643,1523,1502,702,670,597
TCONS_00008054,797,521,575,638,627,696,692,721,724,547,488,661,639,90
TCONS_00006786,1451,828,884,1079,1288,1321,1323,1337,1424,1316,1324,992,1022,875
TCONS_00006787,1406,781,828,970,1260,1270,1279,1294,1383,1264,1269,922,951,824
TCONS_00007965,364,277,209,236,338,337,343,345,361,332,329,178,294,243
TCONS_00007969,1375,812,780,1108,1239,1286,1276,1295,1344,1271,1257,985,1089,912
TCONS_00006848,1960,682,651,1606,1787,1777,1603,1814,1889,1768,1776,759,797,41
TCONS_00008056,551,0,0,447,445,456,483,495,470,487,447,198,85,0
TCONS_00008057,696,0,0,533,616,635,632,628,676,218,200,152,165,0
TCONS_00008058,2066,162,490,1318,1640,1737,1764,1703,1769,1754,1677,1321,1301,37
TCONS_00008059,2060,162,486,1318,1638,1739,1756,1699,1766,1744,1674,1300,1299,37
TCONS_00008061,1019,0,0,442,516,542,867,861,934,758,252,0,0,0
TCONS_00008064,447,0,0,361,383,404,407,393,428,323,177,0,0,0
TCONS_00008072,1122,0,0,29,33,34,49,49,54,32,33,0,0,0
TCONS_00008066,2631,0,0,0,226,217,476,490,515,475,0,0,0,0
TCONS_00008068,2616,0,0,0,748,746,991,1022,1054,987,0,0,0,0
TCONS_00008069,573,0,0,0,392,387,521,537,556,517,0,0,0,0
TCONS_00008073,594,0,0,0,503,530,524,538,547,504,0,0,0,0
TCONS_00008070,550,0,0,230,251,261,248,266,269,254,254,233,232,0
